sequenceID	lineage	clade
KX547590	1	A
KX547591	1	A
KX547592	1	A
KX547593	1	A
KX547594	1	A
KX547595	1	A
KX547596	1	A
KX547597	1	A
KX547598	1	A
KX547599	1	A
KX547600	1	A
KX547601	1	A
KX547602	1	A
KX547603	1	A
KX547604	1	A
KX547605	1	A
KX547606	1	A
KX547607	1	A
KX547608	1	A
KX547609	1	A
KX547610	1	A
KX547611	1	A
KX547612	1	A
KX547613	1	A
KX547614	1	A
KX547615	1	A
KX547616	1	A
KX547617	1	A
KX547618	1	A
KX547619	1	A
KX547620	1	A
KX547621	1	A
KY216154	1	A
KY229067	1	A
KY782105	1	A
KY782106	1	A
KY782107	1	A
KY782108	1	A
KY782109	1	A
KY782110	1	A
KY782111	1	A
KY782112	1	A
KY782113	1	A
KY782114	1	A
KY782115	1	A
KY782116	1	A
KY782117	1	A
KY782118	1	A
KY782119	1	A
KY782120	1	A
KY782121	1	A
KY782122	1	A
KY782123	1	A
KY782124	1	A
LC489409	1	A
LC802098	1	B
LC802099	1	B
LQ460608	1	A
LQ564350	1	A
MA388207	1	A
MF004388	1	A
MF175806	1	A
MF175807	1	A
MF175808	1	A
MF175809	1	A
MF175810	1	A
MF175811	1	A
MF175812	1	A
MF175813	1	A
MF175814	1	A
MF175815	1	A
MF175816	1	A
MF175817	1	A
MF175818	1	A
MF175819	1	A
MF175820	1	A
MF175821	1	A
MF175822	1	A
MF175823	1	A
MF175824	1	A
MF175825	1	A
MF175826	1	A
MF175827	1	A
MF175828	1	A
MF175829	1	A
MF797870	1	A
MG004528	1	A
MG004529	1	A
MG004530	1	A
MG004531	1	A
MG004532	1	A
MG004533	1	A
MG004534	1	A
MG004535	1	A
MG004536	1	A
MG004537	1	A
MG004538	1	A
MG004539	1	A
MG004540	1	A
MG004541	1	A
MH507608	1	A
MH507609	1	A
MH507610	1	A
MH507611	1	A
MH507612	1	A
MH507613	1	A
MH507614	1	A
MH507615	1	A
MH507616	1	A
MH507617	1	A
MH507618	1	A
MH507619	1	A
MH507620	1	A
MH507621	1	A
MH507622	1	A
MH507623	1	A
MH507624	1	A
MH507625	1	A
MH507626	1	A
MH507627	1	A
MH507628	1	A
MH507629	1	A
MH507630	1	A
MH507631	1	A
MH507632	1	A
MH507633	1	A
MH507634	1	A
MH507635	1	A
MH507636	1	A
MH507637	1	A
MH507638	1	A
MH507639	1	A
MH507640	1	A
MH507641	1	A
MH507642	1	A
MH507643	1	A
MH507644	1	A
MH507645	1	A
MH507646	1	A
MH507647	1	A
MH507648	1	A
MH507649	1	A
MH507650	1	A
MH507651	1	A
MH507652	1	A
MH507653	1	A
MH507654	1	A
MH507655	1	A
MH507656	1	A
MH507657	1	A
MH507658	1	A
MH507659	1	A
MH507660	1	A
MH507661	1	A
MH507662	1	A
MH507663	1	A
MH507664	1	A
MH507665	1	A
MH507666	1	A
MH507667	1	A
MH507668	1	A
MH507669	1	A
MH507670	1	A
MH507671	1	A
MH507672	1	A
MH507673	1	A
MH507674	1	A
MH507675	1	A
MH507676	1	A
MH507677	1	A
MH507678	1	A
MH507679	1	A
MH507680	1	A
MH507681	1	A
MH507682	1	A
MH507683	1	A
MH507684	1	A
MH507685	1	A
MH507686	1	A
MH507687	1	A
MH507688	1	A
MH507689	1	A
MH507690	1	A
MH507691	1	A
MH507692	1	A
MH507693	1	A
MH507694	1	A
MH507695	1	A
MH507696	1	A
MH507697	1	A
MH507698	1	A
MH507699	1	A
MH507700	1	A
MH507701	1	A
MH507702	1	A
MH507703	1	A
MH507704	1	A
MH507705	1	A
MH507706	1	A
MH507707	1	A
MH507708	1	A
MH507709	1	A
MH507710	1	A
MH507711	1	A
MH507712	1	A
MH507713	1	A
MH507714	1	A
MH507715	1	A
MH507716	1	A
MH507717	1	A
MH507718	1	A
MH507719	1	A
MH507720	1	A
MH507721	1	A
MH507722	1	A
MH507723	1	A
MH507724	1	A
MH507725	1	A
MH507726	1	A
MH507727	1	A
MH507728	1	A
MH507729	1	A
MH507730	1	A
MH507731	1	A
MH507732	1	A
MH507733	1	A
MH507734	1	A
MH507735	1	A
MH507736	1	A
MH507737	1	A
MH507738	1	A
MH507739	1	A
MH507740	1	A
MH507741	1	A
MH507742	1	A
MH507743	1	A
MH507744	1	A
MH507745	1	A
MH507746	1	A
MH507747	1	A
MH507748	1	A
MH507749	1	A
MH507750	1	A
MH507751	1	A
MH507752	1	A
MH507753	1	A
MH507754	1	A
MH507755	1	A
MH507756	1	A
MH507757	1	A
MH507758	1	A
MH507759	1	A
MH507760	1	A
MH507761	1	A
MH507762	1	A
MH507763	1	A
MH507764	1	A
MH507765	1	A
MH507766	1	A
MH507767	1	A
MH507768	1	A
MH507769	1	A
MH507770	1	A
MH507771	1	A
MH507772	1	A
MH507773	1	A
MH507774	1	A
MH507775	1	A
MH507776	1	A
MH507777	1	A
MH507778	1	A
MH507779	1	A
MH507780	1	A
MH507781	1	A
MH507782	1	A
MH507783	1	A
MH507784	1	A
MH507785	1	A
MH507786	1	A
MH507787	1	A
MH507788	1	A
MH507789	1	A
MH507790	1	A
MH507791	1	A
MH507792	1	A
MH507793	1	A
MH507794	1	A
MH507795	1	A
MH507796	1	A
MH507797	1	A
MH507798	1	A
MH507799	1	A
MH507800	1	A
MH507801	1	A
MH507802	1	A
MH507803	1	A
MH507804	1	A
MH507805	1	A
MH507806	1	A
MH507807	1	A
MH507808	1	A
MH507809	1	A
MH507810	1	A
MH507811	1	A
MH507812	1	A
MH507813	1	A
MH507814	1	A
MH507815	1	A
MH507816	1	A
MH507817	1	A
MH507818	1	A
MH507819	1	A
MH507820	1	A
MH507821	1	A
MH507822	1	A
MH507823	1	A
MH507824	1	A
MH507825	1	A
MH507826	1	A
MH507827	1	A
MH507828	1	A
MH507829	1	A
MH507830	1	A
MH507831	1	A
MH507832	1	A
MH507833	1	A
MH507834	1	A
MH507835	1	A
MH507836	1	A
MH507837	1	A
MH507838	1	A
MH507839	1	A
MH507840	1	A
MH507841	1	A
MH507842	1	A
MH507843	1	A
MH507844	1	A
MH507845	1	A
MH507846	1	A
MH507847	1	A
MH507848	1	A
MH507849	1	A
MH507850	1	A
MH507851	1	A
MH507852	1	A
MH507853	1	A
MH507854	1	A
MH507855	1	A
MH507856	1	A
MH507857	1	A
MH507858	1	A
MH507859	1	A
MH507860	1	A
MH507861	1	A
MH507862	1	A
MH507863	1	A
MH507864	1	A
MH507865	1	A
MH507866	1	A
MH507867	1	A
MH507868	1	A
MH507869	1	A
MH507870	1	A
MH507871	1	A
MH507872	1	A
MH507873	1	A
MH507874	1	A
MH507875	1	A
MH507876	1	A
MH507877	1	A
MH507878	1	A
MH507879	1	A
MH507880	1	A
MH507881	1	A
MH507882	1	A
MH507883	1	A
MH507884	1	A
MH507885	1	A
MH507886	1	A
MH507887	1	A
MH507888	1	A
MH507889	1	A
MH507890	1	A
MH507891	1	A
MH507892	1	A
MH507893	1	A
MH507894	1	A
MH507895	1	A
MH507896	1	A
MH507897	1	A
MH507898	1	A
MH507899	1	A
MH507900	1	A
MH507901	1	A
MH507902	1	A
MH507903	1	A
MH507904	1	A
MH507905	1	A
MH507906	1	A
MH507907	1	A
MH507908	1	A
MH507909	1	A
MH507910	1	A
MH507911	1	A
MH507912	1	A
MH507913	1	A
MH507914	1	A
MH507915	1	A
MH507916	1	A
MH507917	1	A
MH507918	1	A
MH507919	1	A
MH507920	1	A
MH507921	1	A
MH507922	1	A
MH507923	1	A
MH507924	1	A
MH507925	1	A
MH507926	1	A
MH507927	1	A
MH507928	1	A
MH507929	1	A
MH507930	1	A
MH507931	1	A
MH507932	1	A
MH507933	1	A
MH507934	1	A
MH507935	1	A
MH507936	1	A
MH507937	1	A
MH507938	1	A
MH507939	1	A
MH507940	1	A
MH507941	1	A
MH507942	1	A
MH507943	1	A
MH507944	1	A
MH507945	1	A
MH507946	1	A
MH507947	1	A
MH507948	1	A
MH507949	1	A
MH507950	1	A
MH507951	1	A
MH507952	1	A
MH507953	1	A
MH507954	1	A
MH507955	1	A
MH507956	1	A
MH507957	1	A
MH507958	1	A
MH507959	1	A
MH507960	1	A
MH507961	1	A
MH507962	1	A
MH507963	1	A
MH507964	1	A
MH507965	1	A
MH507966	1	A
MH507967	1	A
MH507968	1	A
MH507969	1	A
MH507970	1	A
MH507971	1	A
MH507972	1	A
MH507973	1	A
MH507974	1	A
MH507975	1	A
MH507976	1	A
MH507977	1	A
MH507978	1	A
MH507979	1	A
MH507980	1	A
MH507981	1	A
MH507982	1	A
MH507983	1	A
MH507984	1	A
MH507985	1	A
MH507986	1	A
MH507987	1	A
MH507988	1	A
MH507989	1	A
MH507990	1	A
MH507991	1	A
MH507992	1	A
MH507993	1	A
MH507994	1	A
MH507995	1	A
MH507996	1	A
MH507997	1	A
MH507998	1	A
MH507999	1	A
MH508000	1	A
MH508001	1	A
MH508002	1	A
MH508003	1	A
MH508004	1	A
MH508005	1	A
MH508006	1	A
MH508007	1	A
MH508008	1	A
MH508009	1	A
MH508010	1	A
MH508011	1	A
MH508012	1	A
MH508013	1	A
MH508014	1	A
MH508015	1	A
MH508016	1	A
MH508017	1	A
MH508018	1	A
MH508019	1	A
MH508020	1	A
MH508021	1	A
MH508022	1	A
MH508023	1	A
MH508024	1	A
MH508025	1	A
MH508026	1	A
MH508027	1	A
MH508028	1	A
MH508029	1	A
MH508030	1	A
MH508031	1	A
MH508032	1	A
MH508033	1	A
MH508034	1	A
MH508035	1	A
MH508036	1	A
MH508037	1	A
MH508038	1	A
MH819446	1	A
MH819447	1	A
MH819448	1	A
MH819449	1	A
MH819450	1	A
MH819451	1	A
MH819452	1	A
MH819453	1	A
MH819454	1	A
MH819455	1	A
MH819456	1	A
MH819457	1	A
MH819458	1	A
MH819459	1	A
MH819460	1	A
MH819461	1	A
MH819462	1	A
MH819463	1	A
MH819464	1	A
MH819465	1	A
MH819466	1	A
MH819467	1	A
MH819468	1	A
MH819469	1	A
MH819470	1	A
MH819471	1	A
MK352483	1	A
MN149538	1	A
MN849176	1	A
MN954648	1	B
MT840690	1	A
MT905060	1	A
MT967988	1	A
MT967989	1	A
MT967990	1	A
MT967991	1	A
MT967992	1	A
MT967993	1	A
MT967994	1	A
MT967995	1	A
MT967996	1	A
MT967997	1	A
MT967998	1	A
MT967999	1	A
MT968000	1	A
MT968001	1	A
MT968002	1	A
MT968003	1	A
MT968004	1	A
MT968005	1	A
MT968006	1	A
MT968007	1	A
MT968008	1	A
MT968009	1	A
MT968010	1	A
MT968011	1	A
MT968012	1	A
MT968013	1	A
MT968014	1	A
MT968015	1	A
MT968016	1	A
MT968017	1	A
MT968018	1	A
MT968019	1	A
MT968020	1	A
MT968021	1	A
MT968022	1	A
MT968023	1	A
MT968024	1	A
MT968025	1	A
MT968026	1	A
MT968027	1	A
MT968028	1	A
MT968029	1	A
MT968030	1	A
MT968031	1	A
MT968032	1	A
MW420987	1	A
MW420988	1	A
MW420989	1	A
MW627239	1	A
MW835351	1	A
MW835352	1	A
MW835353	1	A
MW835354	1	A
MW835355	1	A
MW835356	1	A
MW835357	1	A
MW835358	1	A
MW835359	1	A
MW835360	1	A
MW835361	1	A
MW835362	1	A
MW835363	1	A
MW835364	1	A
MW915462	1	A
OK573258	1	A
OK573264	1	A
OK573266	1	A
OK573267	1	A
OK573268	1	A
OK573270	1	A
OK573276	1	A
OM202916	1	A
OM202921	1	A
OM202926	1	A
OM202927	1	A
OM202928	1	A
OM202931	1	A
ON782107	1	A
ON782108	1	A
ON782109	1	A
ON813210	1	A
ON813211	1	A
ON813212	1	A
ON813213	1	A
ON813214	1	A
ON813215	1	A
ON813216	1	A
ON994909	1	A
ON994910	1	A
OP009518	1	A
OP009519	1	A
OP009520	1	A
OP009521	1	A
OP009522	1	A
OP009523	1	A
OP009524	1	A
OP009525	1	A
OP609790	1	A
OP609791	1	A
OP609792	1	A
OP609793	1	A
OP609794	1	A
OP609795	1	A
OP609796	1	A
OP609797	1	A
OP609798	1	A
OP609799	1	A
OP609800	1	A
OP609801	1	A
OP609802	1	A
OP609803	1	A
OP609804	1	A
OP609805	1	A
OP609806	1	A
OP609807	1	A
OP609808	1	A
OP609809	1	A
OP609810	1	A
OP609811	1	A
OP609812	1	A
OP609813	1	A
OP609814	1	A
OP609815	1	A
OP617270	1	A
OP643863	1	A
OP643864	1	A
OP734262	1	A
OP734263	1	A
OP734265	1	A
OP734266	1	A
OP734267	1	A
OP734268	1	A
OP734269	1	A
OP734270	1	A
OP734271	1	A
OP734272	1	A
OP734273	1	A
OP734274	1	A
OP846971	1	A
OP846973	1	A
OP846974	1	A
OP846975	1	A
OP846977	1	A
OP846978	1	A
OP846979	1	A
OP846980	1	A
OP846981	1	A
OP846982	1	A
OP850021	1	A
OP850022	1	A
OP850023	1	A
OQ357819	1	A
OQ357820	1	A
OQ357821	1	A
OQ357822	1	A
OQ552605	1	A
OQ689697	1	A
OQ721113	1	A
OQ721114	1	A
OQ721115	1	A
OQ721116	1	A
OQ721117	1	A
OQ721118	1	A
OQ721119	1	A
OQ721120	1	A
OQ721121	1	A
OQ721122	1	A
OQ721123	1	A
OQ721124	1	A
OQ721125	1	A
OQ721126	1	A
OQ721127	1	A
OQ721128	1	A
OQ721129	1	A
OQ721130	1	A
OQ721131	1	A
OQ721132	1	A
OQ721133	1	A
OQ721134	1	A
OQ721135	1	A
OQ721136	1	A
OQ721137	1	A
OQ721138	1	A
OQ721139	1	A
OQ721140	1	A
OQ721141	1	A
OQ721142	1	A
OQ721143	1	A
OQ721144	1	A
OQ721145	1	A
OQ721146	1	A
OQ721147	1	A
OQ721148	1	A
OQ721149	1	A
OQ721150	1	A
OQ721151	1	A
OQ721152	1	A
OQ721153	1	A
OQ721154	1	A
OQ721155	1	A
OQ721156	1	A
OQ721157	1	A
OQ721158	1	A
OQ721159	1	A
OQ721160	1	A
OQ721161	1	A
OQ721162	1	A
OQ721163	1	A
OQ721164	1	A
OQ721165	1	A
OQ721166	1	A
OQ721167	1	A
OQ721168	1	A
OQ721169	1	A
OQ721170	1	A
OQ721171	1	A
OQ721172	1	A
OQ721173	1	A
OQ721174	1	A
OQ721175	1	A
OQ721176	1	A
OQ721177	1	A
OQ721178	1	A
OQ721179	1	A
OQ721180	1	A
OQ721181	1	A
OQ721182	1	A
OQ721183	1	A
OQ721184	1	A
OQ721185	1	A
OQ721186	1	A
OQ721187	1	A
OQ721188	1	A
OQ721189	1	A
OQ721190	1	A
OQ721191	1	A
OQ721192	1	A
OQ721193	1	A
OQ721194	1	A
OQ721195	1	A
OQ721196	1	A
OQ721197	1	A
OQ721198	1	A
OQ721199	1	A
OQ721200	1	A
OQ721201	1	A
OQ721202	1	A
OQ721203	1	A
OQ721204	1	A
OQ721205	1	A
OQ721206	1	A
OQ721207	1	A
OQ721208	1	A
OQ721209	1	A
OQ721210	1	A
OQ721211	1	A
OQ721212	1	A
OQ721213	1	A
OQ721214	1	A
OQ721215	1	A
OQ721216	1	A
OQ721217	1	A
OQ721218	1	A
OQ721219	1	A
OQ721220	1	A
OQ721221	1	A
OQ721222	1	A
OQ721223	1	A
OQ721224	1	A
OQ721225	1	A
OQ721226	1	A
OQ721227	1	A
OQ721228	1	A
OQ721229	1	A
OQ721230	1	A
OQ721231	1	A
OQ721232	1	A
OQ721233	1	A
OQ721234	1	A
OQ721235	1	A
OQ721236	1	A
OQ721237	1	A
OQ721238	1	A
OQ721239	1	A
OQ721240	1	A
OQ721241	1	A
OQ721242	1	A
OQ721243	1	A
OQ721244	1	A
OQ721245	1	A
OQ721246	1	A
OQ721247	1	A
OQ721248	1	A
OQ721249	1	A
OQ721250	1	A
OQ721251	1	A
OQ721252	1	A
OQ721253	1	A
OQ721254	1	A
OQ721255	1	A
OQ721256	1	A
OQ721257	1	A
OQ721258	1	A
OQ721259	1	A
OQ721260	1	A
OQ721261	1	A
OQ721262	1	A
OQ721263	1	A
OQ721264	1	A
OQ721265	1	A
OQ721266	1	A
OQ721267	1	A
OQ721268	1	A
OQ721269	1	A
OQ721270	1	A
OQ721271	1	A
OQ721272	1	A
OQ721273	1	A
OQ721274	1	A
OQ721275	1	A
OQ721276	1	A
OQ721277	1	A
OQ721278	1	A
OQ721279	1	A
OQ721280	1	A
OQ721281	1	A
OQ721282	1	A
OQ721283	1	A
OQ721284	1	A
OQ721285	1	A
OQ721286	1	A
OQ721287	1	A
OQ721288	1	A
OQ721289	1	A
OQ721290	1	A
OQ721291	1	A
OQ721292	1	A
OQ721293	1	A
OQ721294	1	A
OQ721295	1	A
OQ721296	1	A
OQ721297	1	A
OQ721298	1	A
OQ721299	1	A
OQ721300	1	A
OQ721301	1	A
OQ721302	1	A
OQ721303	1	A
OQ721304	1	A
OQ721305	1	A
OQ721306	1	A
OQ721307	1	A
OQ721308	1	A
OQ721309	1	A
OQ721310	1	A
OQ721311	1	A
OQ721312	1	A
OQ721313	1	A
OQ721314	1	A
OQ721315	1	A
OQ721316	1	A
OQ721317	1	A
OQ721318	1	A
OQ721319	1	A
OQ721320	1	A
OQ721321	1	A
OQ721322	1	A
OQ721323	1	A
OQ721324	1	A
OQ721325	1	A
OQ721326	1	A
OQ721327	1	A
OQ721328	1	A
OQ721329	1	A
OQ721330	1	A
OQ721331	1	A
OQ721332	1	A
OQ721333	1	A
OQ721334	1	A
OQ721335	1	A
OQ721336	1	A
OQ721337	1	A
OQ721338	1	A
OQ721339	1	A
OQ721340	1	A
OQ721341	1	A
OQ721342	1	A
OQ721343	1	A
OQ721344	1	A
OQ721345	1	A
OQ721346	1	A
OQ721347	1	A
OQ721348	1	A
OQ721349	1	A
OQ721350	1	A
OQ721351	1	A
OQ721352	1	A
OQ721353	1	A
OQ721354	1	A
OQ721355	1	A
OQ721356	1	A
OQ721357	1	A
OQ721358	1	A
OQ721359	1	A
OQ721360	1	A
OQ721361	1	A
OQ721362	1	A
OQ721363	1	A
OQ721364	1	A
OQ721365	1	A
OQ721366	1	A
OQ721367	1	A
OQ721368	1	A
OQ721369	1	A
OQ721370	1	A
OQ721371	1	A
OQ721372	1	A
OQ721373	1	A
OQ721374	1	A
OQ721375	1	A
OQ721376	1	A
OQ721377	1	A
OQ721378	1	A
OQ721379	1	A
OQ721380	1	A
OQ721381	1	A
OQ721382	1	A
OQ721383	1	A
OQ721384	1	A
OQ721385	1	A
OQ721386	1	A
OQ721387	1	A
OQ721388	1	A
OQ721389	1	A
OQ721390	1	A
OQ721391	1	A
OQ721392	1	A
OQ721393	1	A
OQ721394	1	A
OQ721395	1	A
OQ721396	1	A
OQ721397	1	A
OQ721398	1	A
OQ721399	1	A
OQ721400	1	A
OQ721401	1	A
OQ721402	1	A
OQ721403	1	A
OQ721404	1	A
OQ721405	1	A
OQ721406	1	A
OQ721407	1	A
OQ721408	1	A
OQ721409	1	A
OQ721410	1	A
OQ721411	1	A
OQ721412	1	A
OQ721413	1	A
OQ721414	1	A
OQ721415	1	A
OQ721416	1	A
OQ721417	1	A
OQ721418	1	A
OQ721419	1	A
OQ721420	1	A
OQ721421	1	A
OQ721422	1	A
OQ721423	1	A
OQ721424	1	A
OQ721425	1	A
OQ721426	1	A
OQ721427	1	A
OQ721428	1	A
OQ721429	1	A
OQ721430	1	A
OQ721431	1	A
OQ721432	1	A
OQ721433	1	A
OQ721434	1	A
OQ721435	1	A
OQ721436	1	A
OQ721437	1	A
OQ721438	1	A
OQ721439	1	A
OQ721440	1	A
OQ721441	1	A
OQ721442	1	A
OQ721443	1	A
OQ721444	1	A
OQ721445	1	A
OQ721446	1	A
OQ721447	1	A
OQ721448	1	A
OQ721449	1	A
OQ721450	1	A
OQ721451	1	A
OQ721452	1	A
OQ721453	1	A
OQ721454	1	A
OQ721455	1	A
OQ721456	1	A
OQ721457	1	A
OQ721458	1	A
OQ721459	1	A
OQ721460	1	A
OQ721461	1	A
OQ721462	1	A
OQ721463	1	A
OQ721464	1	A
OQ721465	1	A
OQ721466	1	A
OQ721467	1	A
OQ721468	1	A
OQ721469	1	A
OQ721470	1	A
OQ721471	1	A
OQ721472	1	A
OQ721473	1	A
OQ721474	1	A
OQ721475	1	A
OQ721476	1	A
OQ721477	1	A
OQ721478	1	A
OQ721479	1	A
OQ721480	1	A
OQ721481	1	A
OQ721482	1	A
OQ721483	1	A
OQ721484	1	A
OQ721485	1	A
OQ721486	1	A
OQ721487	1	A
OQ721488	1	A
OQ721489	1	A
OQ721490	1	A
OQ721491	1	A
OQ721492	1	A
OQ721493	1	A
OQ721494	1	A
OQ721495	1	A
OQ721496	1	A
OQ721497	1	A
OQ721498	1	A
OQ721499	1	A
OQ721500	1	A
OQ721501	1	A
OQ721502	1	A
OQ721503	1	A
OQ721504	1	A
OQ721505	1	A
OQ721506	1	A
OQ721507	1	A
OQ721508	1	A
OQ721509	1	A
OQ721510	1	A
OQ721511	1	A
OQ721512	1	A
OQ721513	1	A
OQ721514	1	A
OQ721515	1	A
OQ721516	1	A
OQ721517	1	A
OQ721518	1	A
OQ721519	1	A
OQ721520	1	A
OQ721521	1	A
OQ721522	1	A
OQ721523	1	A
OQ721524	1	A
OQ721525	1	A
OQ721526	1	A
OQ721527	1	A
OQ721528	1	A
OQ721529	1	A
OQ721530	1	A
OQ721531	1	A
OQ721532	1	A
OQ721533	1	A
OQ721534	1	A
OQ721535	1	A
OQ721536	1	A
OQ721537	1	A
OQ721538	1	A
OQ721539	1	A
OQ721540	1	A
OQ721541	1	A
OQ721542	1	A
OQ721543	1	A
OQ721544	1	A
OQ721545	1	A
OQ721546	1	A
OQ721547	1	A
OQ721548	1	A
OQ721549	1	A
OQ721550	1	A
OQ721551	1	A
OQ721552	1	A
OQ721553	1	A
OQ721554	1	A
OQ721555	1	A
OQ721556	1	A
OQ721557	1	A
OQ721558	1	A
OQ721559	1	A
OQ721560	1	A
OQ721561	1	A
OQ721562	1	A
OQ721563	1	A
OQ721564	1	A
OQ721565	1	A
OQ721566	1	A
OQ721567	1	A
OQ721568	1	A
OQ721569	1	A
OQ721570	1	A
OQ721571	1	A
OQ721572	1	A
OQ721573	1	A
OQ721574	1	A
OQ721575	1	A
OQ721576	1	A
OQ721577	1	A
OQ721578	1	A
OQ721579	1	A
OQ721580	1	A
OQ721581	1	A
OQ721582	1	A
OQ721583	1	A
OQ721584	1	A
OQ721585	1	A
OQ721586	1	A
OQ721587	1	A
OQ721588	1	A
OQ721589	1	A
OQ721590	1	A
OQ721591	1	A
OQ721592	1	A
OQ721593	1	A
OQ721594	1	A
OQ721595	1	A
OQ721596	1	A
OQ721597	1	A
OQ721598	1	A
OQ721599	1	A
OQ721600	1	A
OQ721601	1	A
OQ721602	1	A
OQ721603	1	A
OQ721604	1	A
OQ721605	1	A
OQ721606	1	A
OQ721607	1	A
OQ721608	1	A
OQ721609	1	A
OQ721610	1	A
OQ721611	1	A
OQ721612	1	A
OQ721613	1	A
OQ721614	1	A
OQ721615	1	A
OQ721616	1	A
OQ721617	1	A
OQ721618	1	A
OQ721619	1	A
OQ721620	1	A
OQ721621	1	A
OQ721622	1	A
OQ721623	1	A
OQ721624	1	A
OQ721625	1	A
OQ721626	1	A
OQ721627	1	A
OQ721628	1	A
OQ721629	1	A
OQ721630	1	A
OQ721631	1	A
OQ721632	1	A
OQ721633	1	A
OQ721634	1	A
OQ721635	1	A
OQ721636	1	A
OQ721637	1	A
OQ721638	1	A
OQ721639	1	A
OQ721640	1	A
OQ721641	1	A
OQ721642	1	A
OQ721643	1	A
OQ721644	1	A
OQ721645	1	A
OQ721646	1	A
OQ721647	1	A
OQ721648	1	A
OQ721649	1	A
OQ721650	1	A
OQ721651	1	A
OQ721652	1	A
OQ721653	1	A
OQ721654	1	A
OQ721655	1	A
OQ721656	1	A
OQ721657	1	A
OQ721658	1	A
OQ721659	1	A
OQ721660	1	A
OQ721661	1	A
OQ721662	1	A
OQ721663	1	A
OQ721664	1	A
OQ721665	1	A
OQ721666	1	A
OQ721667	1	A
OQ721668	1	A
OQ721669	1	A
OQ721670	1	A
OQ721671	1	A
OQ721672	1	A
OQ721673	1	A
OQ721674	1	A
OQ721675	1	A
OQ721676	1	A
OQ721677	1	A
OQ721678	1	A
OQ721679	1	A
OQ721680	1	A
OQ721681	1	A
OQ721682	1	A
OQ721683	1	A
OQ721684	1	A
OQ721685	1	A
OQ721686	1	A
OQ721687	1	A
OQ721688	1	A
OQ721689	1	A
OQ721690	1	A
OQ721691	1	A
OQ721692	1	A
OQ721693	1	A
OQ721694	1	A
OQ721695	1	A
OQ721696	1	A
OQ721697	1	A
OQ721698	1	A
OQ721699	1	A
OQ721700	1	A
OQ721701	1	A
OQ721702	1	A
OQ721703	1	A
OQ721704	1	A
OQ721705	1	A
OQ721706	1	A
OQ721707	1	A
OQ721708	1	A
OQ721709	1	A
OQ721710	1	A
OQ721711	1	A
OQ721712	1	A
OQ721713	1	A
OQ721714	1	A
OQ721715	1	A
OQ721716	1	A
OQ721717	1	A
OQ721718	1	A
OQ721719	1	A
OQ721720	1	A
OQ721721	1	A
OQ721722	1	A
OQ721723	1	A
OQ721724	1	A
OQ721725	1	A
OQ721726	1	A
OQ721727	1	A
OQ721728	1	A
OQ721729	1	A
OQ721730	1	A
OQ721731	1	A
OQ721732	1	A
OQ721733	1	A
OQ721734	1	A
OQ721735	1	A
OQ721736	1	A
OQ721737	1	A
OQ721738	1	A
OQ721739	1	A
OQ721740	1	A
OQ721741	1	A
OQ721742	1	A
OQ721743	1	A
OQ721744	1	A
OQ721745	1	A
OQ721746	1	A
OQ721747	1	A
OQ721748	1	A
OQ721749	1	A
OQ721750	1	A
OQ721751	1	A
OQ721752	1	A
OQ721753	1	A
OQ721754	1	A
OQ721755	1	A
OQ721756	1	A
OQ721757	1	A
OQ721758	1	A
OQ721759	1	A
OQ721760	1	A
OQ721761	1	A
OQ721762	1	A
OQ721763	1	A
OQ721764	1	A
OQ721765	1	A
OQ721766	1	A
OQ721767	1	A
OQ721768	1	A
OQ721769	1	A
OQ721770	1	A
OQ721771	1	A
OQ721772	1	A
OQ721773	1	A
OQ721774	1	A
OQ721775	1	A
OQ721776	1	A
OQ721777	1	A
OQ721778	1	A
OQ721779	1	A
OQ721780	1	A
OQ721781	1	A
OQ721782	1	A
OQ721783	1	A
OQ721784	1	A
OQ721785	1	A
OQ721786	1	A
OQ721787	1	A
OQ721788	1	A
OQ721789	1	A
OQ721790	1	A
OQ721791	1	A
OQ721792	1	A
OQ721793	1	A
OQ721794	1	A
OQ721795	1	A
OQ721796	1	A
OQ721797	1	A
OQ721798	1	A
OQ721799	1	A
OQ721800	1	A
OQ721801	1	A
OQ721802	1	A
OQ721803	1	A
OQ721804	1	A
OQ721805	1	A
OQ721806	1	A
OQ721807	1	A
OQ721808	1	A
OQ721809	1	A
OQ721810	1	A
OQ721811	1	A
OQ721812	1	A
OQ721813	1	A
OQ721814	1	A
OQ721815	1	A
OQ721816	1	A
OQ721817	1	A
OQ721818	1	A
OQ721819	1	A
OQ721820	1	A
OQ721821	1	A
OQ721822	1	A
OQ721823	1	A
OQ721824	1	A
OQ721825	1	A
OQ721826	1	A
OQ721827	1	A
OQ721828	1	A
OQ721829	1	A
OQ721830	1	A
OQ721831	1	A
OQ721832	1	A
OQ721833	1	A
OQ721834	1	A
OQ721835	1	A
OQ721836	1	A
OQ721837	1	A
OQ721838	1	A
OQ721839	1	A
OQ721840	1	A
OQ721841	1	A
OQ721842	1	A
OQ721843	1	A
OQ721844	1	A
OQ721845	1	A
OQ721846	1	A
OQ721847	1	A
OQ721848	1	A
OQ721849	1	A
OQ721850	1	A
OQ721851	1	A
OQ721852	1	A
OQ721853	1	A
OQ721854	1	A
OQ721855	1	A
OQ721856	1	A
OQ721857	1	A
OQ721858	1	A
OQ721859	1	A
OR472391	1	A
OR605719	1	A
OR605720	1	A
