sequenceID	lineage	clade
KC407668	2	-
KC407669	2	-
KC407670	2	-
KC407671	2	-
KC407672	2	-
KC480552	1	B
KC492441	1	B
KC492442	1	B
KC493970	1	A
KC883687	1	A
KC883688	1	A
KC883689	1	A
KC883690	1	A
KC883691	1	A
KC883692	1	A
KC883693	1	A
KC883694	1	A
KC883695	1	A
KC883696	1	A
KC883697	1	A
KC883698	1	A
KC883699	1	A
KC883700	1	A
KC883701	1	A
KC883702	1	A
KC883703	1	A
KC883704	1	A
KC883705	1	A
KC883706	1	A
KC883707	1	A
KC883708	1	A
KC883709	1	A
KC883710	1	A
KC883711	1	A
KC883712	1	A
KC883713	1	A
KC883714	1	A
KC883715	1	A
KC883716	1	A
KC883717	1	A
KC883718	1	A
KC883719	1	A
KC883720	1	A
KC883721	1	A
KC883722	1	A
KC883723	1	A
KC883724	1	A
KC883725	1	A
KC883726	1	A
KC883727	1	A
KC883728	1	A
KC883729	1	A
KC883730	1	A
KC883731	1	A
KC883732	1	A
KC883733	1	A
KC883734	1	A
KC883735	1	A
KC883736	1	A
KC883737	1	A
KC883738	1	A
KC883739	1	A
KC883740	1	A
KC883741	1	A
KC883742	1	A
KC883743	1	A
KC883744	1	A
KC883745	1	A
KC883746	1	A
KC883747	1	A
KC883748	1	A
KC883749	1	A
KC883750	1	A
KC883751	1	A
KC883752	1	A
KC883753	1	A
KC883754	1	A
KC883755	1	A
KC883756	1	A
KC883757	1	A
KC883758	1	A
KC883759	1	A
KC883760	1	A
KC883761	1	A
KC883762	1	A
KC883763	1	A
KC883764	1	A
KC883765	1	A
KC883766	1	A
KC883767	1	A
KC883768	1	A
KC883769	1	A
KC883770	1	A
KC883771	1	A
KC883772	1	A
KC883773	1	A
KC883774	1	A
KC883775	1	A
KC883776	1	A
KC883777	1	A
KC883778	1	A
KC883779	1	A
KC883780	1	A
KC883781	1	A
KC883782	1	A
KC883783	1	A
KC883784	1	A
KC883785	1	A
KC883786	1	A
KC883787	1	A
KC883788	1	A
KC883789	1	A
KC883790	1	A
KC883791	1	A
KC883792	1	A
KC883793	1	A
KC883794	1	A
KC883795	1	A
KC883796	1	A
KC883797	1	A
KC883798	1	A
KC928260	1	A
KF114258	1	A
KF114259	1	A
KF114260	1	A
KF114261	1	A
KF114262	1	A
KF114263	1	A
KF114264	1	A
KF114265	1	A
KF114266	1	A
KF114267	1	A
KF704145	1	A
KF704146	1	A
KF704148	1	A
KF704149	1	A
KF704150	1	A
KF704151	1	A
KF704152	1	A
KF704154	1	A
KF704155	1	A
KF704156	1	A
KF704157	1	A
KF704159	1	A
KJ131500	1	A
KJ131501	7	-
KJ131502	8	-
KJ131503	7	-
KJ131504	2	-
KJ562347	1	A
KJ562348	1	A
KJ562349	1	A
KJ562350	1	A
KJ562351	1	A
KJ562352	1	A
KJ562353	1	A
KJ562354	1	A
KJ592829	-	-
KJ592830	-	-
KJ599821	1	A
KJ652314	2	-
KJ652315	2	-
KJ652316	2	-
KJ652317	2	-
KM031085	1	A
KM031086	1	A
KM212941	1	A
KM212942	1	A
KM212943	1	A
KM212944	1	A
KM215566	1	A
KM215567	1	A
KM215568	1	A
KM215569	1	A
KM215570	1	A
KM215571	1	A
KM215572	1	A
KM215573	1	A
KM215574	1	A
KM215575	1	A
KM215576	1	A
KM215577	1	A
KM215578	1	A
KM215579	1	A
KM215580	1	A
KM215581	1	A
KM215582	1	A
KM215583	1	A
KM215584	1	A
KM215585	1	A
KM215586	1	A
KM215587	1	A
KM215588	1	A
KM215589	1	A
KM215590	1	A
KM215591	1	A
KM215592	1	A
KM215593	1	A
KM215594	1	A
KM215595	1	A
KM215596	1	A
KM215597	1	A
KM215598	1	A
KM215599	1	A
KM215600	1	A
KM215601	1	A
KM215602	1	A
KM215603	1	A
KM215604	1	A
KM215605	1	A
KM215606	1	A
KM215607	1	A
KT364499	2	-
KT364500	2	-
KT364501	2	-
KT364502	2	-
KT364503	2	-
KT364504	2	-
KT364505	2	-
KT364506	2	-
KT364507	2	-
KT364508	2	-
KT364509	2	-
KT364510	2	-
KT364511	2	-
KT364512	2	-
KT364513	2	-
KT364514	2	-
KT364515	2	-
KT364516	2	-
KT364517	2	-
KT364518	2	-
KT364519	2	-
KT364520	2	-
KT364521	2	-
KT364522	2	-
KT364523	2	-
KT364524	2	-
KT364525	2	-
KX129740	2	-
KX129741	2	-
KX646174	5	-
KY421783	5	-
KY652382	1	A
KY711338	1	A
KY711339	1	A
KY810817	1	A
L24512	1	B
L48977	2	-
L48978	1	B
L48979	1	B
L49311	-	-
LC518897	1	A
LK022077	2	-
LK022078	2	-
LK022079	2	-
LK022080	2	-
LK022081	2	-
LK022082	4	-
LK022083	4	-
LK022084	4	-
LK022085	4	-
LN808678	2	-
LN808679	2	-
LN808680	2	-
LN808681	2	-
LN808682	2	-
LN808684	2	-
LN808685	2	-
LN808686	2	-
LN808688	2	-
LN808689	2	-
LN808690	2	-
LN808691	2	-
LN808692	2	-
LN808693	2	-
LN808694	2	-
LN808695	2	-
LN808696	2	-
LN808697	2	-
LN808698	2	-
LN808699	2	-
LN808700	2	-
LN808701	2	-
LN808702	2	-
LN808703	2	-
LN808704	2	-
LN808705	2	-
LQ868182	1	A
LQ868183	1	A
LQ868184	1	A
LQ868185	1	A
LQ868186	1	A
LQ868187	1	A
LQ868188	1	A
LQ868189	1	A
LQ868190	1	A
LQ868191	1	A
LT903700	2	-
LT903701	2	-
LT903702	2	-
LT903703	2	-
LT903704	2	-
LT903705	2	-
LT903706	2	-
LT903707	2	-
LT903708	2	-
LT903709	2	-
LT903710	2	-
LT903712	2	-
LT903713	2	-
LT903714	2	-
LT903715	2	-
LT903716	2	-
LT996413	2	-
LT996414	2	-
LT996415	2	-
LT999995	2	-
LY720047	-	-
LY720055	-	-
MF289571	1	B
MF361269	1	A
MF678432	2	-
MF678434	2	-
MF678435	2	-
MF678439	2	-
MF678440	2	-
MF678441	2	-
MF678442	2	-
MF678443	2	-
MF678444	2	-
MF678445	2	-
MH327930	2	-
MH377401	2	-
MH377402	2	-
MH480666	1	A
MH480667	1	A
MH974749	2	-
MH974750	2	-
MH974751	2	-
MH974752	2	-
MH974753	2	-
MH974754	2	-
MK084829	2	-
MK084839	2	-
MK084845	2	-
MK084846	2	-
MK084848	2	-
MK251051	1	A
MK251052	1	A
MK251053	1	A
MK251054	1	A
MK251055	1	A
MK343716	1	A
MK343717	1	A
MK343718	1	A
MK343719	1	A
MN238866	2	-
MN921230	2	-
MN921231	2	-
MN921232	2	-
MN921233	2	-
MN921234	2	-
MN921235	2	-
MN921236	2	-
MN966983	2	-
MT828576	1	A
MT828577	1	A
MT828578	1	A
MW072297	2	-
MW160840	2	-
MW160841	2	-
MW160842	2	-
MW160843	2	-
MW160844	2	-
MW160845	2	-
MW160846	2	-
MW160847	2	-
MW160848	2	-
MW160849	2	-
MW383509	2	-
MW436414	2	-
MW436415	2	-
MW436416	2	-
MW436417	2	-
MW436418	2	-
MW436419	2	-
MW436420	2	-
MW803139	2	-
MW803141	2	-
MZ333220	2	-
MZ333221	2	-
MZ333222	2	-
MZ333223	2	-
MZ333224	2	-
MZ333225	2	-
MZ333226	2	-
OK573261	-	-
OL365013	1	A
OL365014	1	A
OL411963	2	-
OL411964	2	-
OL411965	2	-
OL411966	2	-
OL411967	2	-
OL450362	1	A
OL450363	1	A
OL790160	2	-
OL790161	2	-
OL790162	2	-
OL790163	2	-
OL790164	2	-
OL790165	2	-
OM202925	-	-
OM304854	1	A
OM304855	1	A
OM728607	1	A
ON099436	1	A
OP009515	2	-
OP612497	1	A
OP612498	1	A
OP612499	1	A
OP612500	1	A
OP612501	1	A
OP612502	1	A
OP612503	1	A
OP612504	1	A
OP612505	1	A
OP612506	1	A
OP868929	2	-
OQ134778	2	-
OQ134779	2	-
OQ673269	2	-
OQ857020	1	A
PP430511	1	A
PP430512	1	A
PP622956	2	-
PP622957	2	-
PP622958	2	-
PP622959	2	-
PP622960	2	-
PP622961	2	-
PP622962	2	-
PP622963	2	-
PP622964	2	-
PP622965	2	-
PP622966	2	-
PP622967	2	-
PP622968	2	-
PP622969	2	-
PP622970	2	-
PP622971	2	-
PP622972	2	-
PP622973	2	-
PP622974	2	-
PP622975	2	-
PP622976	2	-
PP622977	2	-
PP622978	2	-
PP622979	2	-
PP622980	2	-
PP622981	2	-
PP622982	2	-
PP622983	2	-
PP622984	2	-
PP622985	2	-
PP622986	2	-
PP622987	2	-
PP622988	2	-
PP622989	2	-
PP622990	2	-
PP622991	2	-
PP622992	2	-
PP622993	2	-
PP622994	2	-
PP622995	2	-
PP622996	2	-
PP622997	2	-
PP622998	2	-
PP622999	2	-
PP623000	2	-
PP623001	2	-
PP623002	2	-
PP623003	2	-
