taxon	sequenceID	isolate	country	collection_year	sampled_host_sci_name	combined-iso-details	lineage	clade	combined
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819446	MH819446	VN6490CPR1/Canada/2015	Canada	2015	Culex sp.	Canada/2015/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819447	MH819447	VN1429CPR1/Canada/2013	Canada	2013	Culex sp.	Canada/2013/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819448	MH819448	13923CPR1/Canada/2005	Canada	2005	Culex sp.	Canada/2005/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819449	MH819449	VN5229CPR1/Canada/2014	Canada	2014	Culex sp.	Canada/2014/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819450	MH819450	VN6862CPR1/Canada/2016	Canada	2016	Culex sp.	Canada/2016/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819451	MH819451	13217CPR4/Canada/2005	Canada	2005	Culex sp.	Canada/2005/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819452	MH819452	VN6364CPR1/Canada/2015	Canada	2015	Culex sp.	Canada/2015/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819453	MH819453	VN6806CPR1/Canada/2016	Canada	2016	Culex sp.	Canada/2016/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819454	MH819454	21285CPR1/Canada/2006	Canada	2006	Culex sp.	Canada/2006/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819455	MH819455	30712CPR1/Canada/2006	Canada	2006	Culex sp.	Canada/2006/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819456	MH819456	VN1533CPR1/Canada/2013	Canada	2013	Culex sp.	Canada/2013/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819457	MH819457	13452CPR3/Canada/2005	Canada	2005	Culex sp.	Canada/2005/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819458	MH819458	13494CPR1/Canada/2005	Canada	2005	Culex sp.	Canada/2005/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819459	MH819459	VN4794CPR1/Canada/2014	Canada	2014	Culex sp.	Canada/2014/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819460	MH819460	VN1316CPR1/Canada/2013	Canada	2013	Culex sp.	Canada/2013/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819461	MH819461	10072CPR1/Canada/2004	Canada	2004	Culex sp.	Canada/2004/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819462	MH819462	VN6319CPR1/Canada/2015	Canada	2015	Culex sp.	Canada/2015/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819463	MH819463	VN4365CPR1/Canada/2014	Canada	2014	Culex sp.	Canada/2014/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819464	MH819464	10704CPR1/Canada/2004	Canada	2004	Culex sp.	Canada/2004/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819465	MH819465	VN6325CPR1/Canada/2015	Canada	2015	Culex sp.	Canada/2015/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819466	MH819466	VN6864CPR2/Canada/2016	Canada	2016	Culex sp.	Canada/2016/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819467	MH819467	VN1329CPR1/Canada/2013	Canada	2013	Culex sp.	Canada/2013/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819468	MH819468	9120CPR2/Canada/2004	Canada	2004	Culex sp.	Canada/2004/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819469	MH819469	21303VEX2/Canada/2006	Canada	2006	Aedes vexans	Canada/2006/Aedes vexans	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819470	MH819470	VN5038CPR1/Canada/2014	Canada	2014	Culex sp.	Canada/2014/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH819471	MH819471	10208CPR3/Canada/2004	Canada	2004	Culex sp.	Canada/2004/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MN149538	MN149538	Tomsk/bird/2006/A4	Russia	2006	Acrocephalus dumetorum	Russia/2006/Acrocephalus dumetorum	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MN849176	MN849176	2019-DC-66	USA	2019	Aedes albopictus	USA/2019/Aedes albopictus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/MT863559	MT863559	Akela/France/2015	France	2015	Equus caballus	France/2015/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MT905060	MT905060	JNESEq804	Brazil	2019	Equus caballus	Brazil/2019/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MT967993	MT967993	S32	USA	2017	mosquito	USA/2017/mosquito	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MT968024	MT968024	S34	USA	2017	mosquito	USA/2017/mosquito	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MT968030	MT968030	S52	USA	2018	mosquito	USA/2018/mosquito	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW420987	MW420987	E66CaprichoPI	Brazil	2020	Equus caballus	Brazil/2020/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW420988	MW420988	RangerSP	Brazil	2019	Equus caballus	Brazil/2019/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW420989	MW420989	SafiraMG	Brazil	2018	Equus caballus	Brazil/2018/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW627239	MW627239	WNV 362447/20 Lin1	Italy	2020	Accipiter gentilis	Italy/2020/Accipiter gentilis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835351	MW835351	TE.15076	Italy	2008	Corvidae sp.	Italy/2008/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835352	MW835352	TE.15242	Italy	2008	donkey	Italy/2008/donkey	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835353	MW835353	TE.15250	Italy	2008	Equus caballus	Italy/2008/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835354	MW835354	TE.15325	Italy	2008	Equus caballus	Italy/2008/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835355	MW835355	TE.12010	Italy	2009	Corvidae sp.	Italy/2009/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835356	MW835356	TE.14444	Italy	2011	Corvidae sp.	Italy/2011/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835357	MW835357	TE.17196	Italy	2011	Strigiformes sp.	Italy/2011/Strigiformes sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835358	MW835358	TE.17208	Italy	2011	Corvidae sp.	Italy/2011/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835359	MW835359	TE.20224_1	Italy	2011	Gallus gallus	Italy/2011/Gallus gallus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835360	MW835360	TE.20875	Italy	2011	eurasian jay	Italy/2011/eurasian jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835361	MW835361	TE.21370	Italy	2011	Equus caballus	Italy/2011/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835362	MW835362	TE.21412	Italy	2011	Strigiformes sp.	Italy/2011/Strigiformes sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835363	MW835363	TE.23237_1	Italy	2011	Gallus gallus	Italy/2011/Gallus gallus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW835364	MW835364	TE.20652	Italy	2012	Corvidae sp.	Italy/2012/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MW915462	MW915462	Spain/2017/NG-b	Spain	2017	Accipiter gentilis	Spain/2017/Accipiter gentilis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OM202921	OM202921	FDAARGOS_1628	USA	-	-	USA/-/-	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON782107	ON782107	BC24-LIB3	Brazil	2019	Equus caballus	Brazil/2019/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON782108	ON782108	LACENBA15	Brazil	2018	Equus caballus	Brazil/2018/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON782109	ON782109	LACENBA17	Brazil	2019	Equus caballus	Brazil/2019/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813210	ON813210	SN2013 260164	Senegal	2013	Culex neavei	Senegal/2013/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813211	ON813211	SN2016 286301	Senegal	2016	Culex poicilipes	Senegal/2016/Culex poicilipes	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813212	ON813212	SN2016 288154	Senegal	2016	Culex neavei	Senegal/2016/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813213	ON813213	SN2016 286281	Senegal	2016	Culex bitaeniorhynchus	Senegal/2016/Culex bitaeniorhynchus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813214	ON813214	SN2012 251053	Senegal	2012	Culex neavei	Senegal/2012/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813215	ON813215	SN2012 241164	Senegal	2012	Culex perfuscus	Senegal/2012/Culex perfuscus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON813216	ON813216	SN2012 240964	Senegal	2012	Culex quinquefasciatus	Senegal/2012/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON994909	ON994909	21_3782	USA	2019	alpaca	USA/2019/alpaca	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/ON994910	ON994910	21_3957	USA	2021	Corvidae sp.	USA/2021/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP009520	OP009520	Italy/2021/Padova/21VIR8435-2	Italy	2021	collared dove	Italy/2021/collared dove	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP009521	OP009521	Italy/2021/Padova/21RS2511-4	Italy	2021	Culex pipiens	Italy/2021/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP009522	OP009522	Italy/2021/Padova/21RS2511-3	Italy	2021	Culex pipiens	Italy/2021/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP009523	OP009523	Italy/2021/Padova/21RS2511-2	Italy	2021	Culex pipiens	Italy/2021/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP009524	OP009524	Italy/2021/Padova/21RS2511-1	Italy	2021	Culex pipiens	Italy/2021/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP009525	OP009525	Italy/2022/Venezia/22RS1198	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609790	OP609790	Italy/2022/Padova/22RS1342-1	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609791	OP609791	Italy/2022/Padova/22RS1738-1	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609792	OP609792	Italy/2022/Padova/22RS1738-2	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609793	OP609793	Italy/2022/Verona/22RS1738-4	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609794	OP609794	Italy/2022/Vicenza/22RS1738-6	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609795	OP609795	Italy/2022/Padova/22RS1738-7	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609796	OP609796	Italy/2022/Rovigo/22RS1738-8	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609797	OP609797	Italy/2022/Rovigo/22RS1738-11	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609798	OP609798	Italy/2022/Padova/22RS1738-23	Italy	2022	Homo sapiens	Italy/2022/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609799	OP609799	Italy/2022/Rovigo/22VIR7355	Italy	2022	Larus michahellis	Italy/2022/Larus michahellis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609800	OP609800	Italy/2022/Rovigo/22VIR7340	Italy	2022	Passer domesticus	Italy/2022/Passer domesticus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609801	OP609801	Italy/2022/Padova/22VIR7373	Italy	2022	Turdus merula	Italy/2022/Turdus merula	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609802	OP609802	Italy/2022/Rovigo/22VIR7419	Italy	2022	Athene noctua	Italy/2022/Athene noctua	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609803	OP609803	Italy/2022/Padova/22VIR7398	Italy	2022	Pica pica	Italy/2022/Pica pica	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609804	OP609804	Italy/2022/Rovigo/22VIR7399	Italy	2022	Garrulus glandarius	Italy/2022/Garrulus glandarius	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609805	OP609805	Italy/2022/Padova/22VIR7600	Italy	2022	Columba palumbus	Italy/2022/Columba palumbus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609806	OP609806	Italy/2022/Padova/22VIR7609	Italy	2022	Egretta garzetta	Italy/2022/Egretta garzetta	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609807	OP609807	Italy/2022/Vicenza/22VIR7688	Italy	2022	Pica pica	Italy/2022/Pica pica	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609808	OP609808	Italy/2022/Rovigo/22VIR6574	Italy	2022	Pica pica	Italy/2022/Pica pica	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609809	OP609809	Italy/2022/Padova/22VIR7607	Italy	2022	Corvus corone	Italy/2022/Corvus corone	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609810	OP609810	Italy/2022/Rovigo/22RS1560	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609811	OP609811	Italy/2022/Padova/22VIR7505-9	Italy	2022	Equus caballus	Italy/2022/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609812	OP609812	Italy/2022/Vicenza/22VIR7679	Italy	2022	Corvus corone	Italy/2022/Corvus corone	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609813	OP609813	Italy/2022/Padova/22RS1599	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609814	OP609814	Italy/2022/Rovigo/22RS1702	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP609815	OP609815	Italy/2022/Padova/22VIR8273-3	Italy	2022	Corvus corone	Italy/2022/Corvus corone	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP617270	OP617270	WNV/Turkey/HSGM136s/2018	Turkey	2018	Homo sapiens	Turkey/2018/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP643863	OP643863	20c124	Spain	2020	Culex perexiguus	Spain/2020/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP643864	OP643864	21c560	Spain	2021	Culex perexiguus	Spain/2021/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734262	OP734262	2022.TE.40159.2.3	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734263	OP734263	2022.TE.41224.2.8	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734265	OP734265	2022.TE.41400.2.5	Italy	2022	Phalacrocorax carbo	Italy/2022/Phalacrocorax carbo	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734266	OP734266	2022.TE.41400.1.3	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734267	OP734267	2022.TE.41400.2.4	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734268	OP734268	2022.TE.41224.2.10	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734269	OP734269	2022.TE.42275.2.20	Italy	2022	Corvuscornix	Italy/2022/Corvuscornix	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734270	OP734270	2022.TE.42275.2.11	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734271	OP734271	2022.TE.42275.2.10	Italy	2022	Corvus cornix	Italy/2022/Corvus cornix	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734272	OP734272	2022.TE.42275.2.18	Italy	2022	Passer domesticus	Italy/2022/Passer domesticus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734273	OP734273	2022.TE.42275.2.13	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP734274	OP734274	2022.TE.42275.2.6	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846971	OP846971	ArD52398/1989	Senegal	1989	Culex poicilipes	Senegal/1989/Culex poicilipes	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846973	OP846973	ArD93548/1993	Senegal	1993	Culex neavei	Senegal/1993/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846974	OP846974	ArD120040/1996	Senegal	1996	Culex neavei	Senegal/1996/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846975	OP846975	ArD121684/1996	Senegal	1996	Aedes dalzieli	Senegal/1996/Aedes dalzieli	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846977	OP846977	ArD62891/1990	Senegal	1990	Culex antennatus	Senegal/1990/Culex antennatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846978	OP846978	ArD251080/2012	Senegal	2012	Culex neavei	Senegal/2012/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846979	OP846979	ArD253054/2013	Senegal	2013	Culex neavei	Senegal/2013/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846980	OP846980	ArD300516/2017	Senegal	2017	Culex neavei	Senegal/2017/Culex neavei	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846981	OP846981	HS309811/2018	Senegal	2018	Homo sapiens	Senegal/2018/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP846982	OP846982	ArD285495/2016	Senegal	2016	Culex perfuscus	Senegal/2016/Culex perfuscus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP850021	OP850021	2022.TE.49076.2.10	Italy	2022	Corvus cornix	Italy/2022/Corvus cornix	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP850022	OP850022	2022.TE.48124.2.3	Italy	2022	Pica pica	Italy/2022/Pica pica	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OP850023	OP850023	2022.TE.48124.2.1	Italy	2022	Equus caballus	Italy/2022/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ357819	OQ357819	22C2392	Spain	2022	Culex perexiguus	Spain/2022/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ357820	OQ357820	22C2285	Spain	-	Culex perexiguus	Spain/-/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ357821	OQ357821	JA22_423	Spain	2022	Culex perexiguus	Spain/2022/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ357822	OQ357822	JA22_544	Spain	2022	Culex perexiguus	Spain/2022/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ552605	OQ552605	WND 95511/22 Lin1	Italy	2022	Equus caballus	Italy/2022/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ689697	OQ689697	NRG1424	Italy	2022	Equus caballus	Italy/2022/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721152	OQ721152	WNV/mosquito/BlackHawk-IA-USA/2017-07-31/W1994	USA	2017	Culex restuans	USA/2017/Culex restuans	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721154	OQ721154	WNV/mosquito/Larimer-CO-USA/2013-08-26/W1782	USA	2013	Culex pipiens	USA/2013/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721229	OQ721229	WNV/mosquito/Polk-IA-USA/2020-10-05/W1894	USA	2020	Culex pipiens	USA/2020/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721247	OQ721247	WNV/mosquito/Sacramento-CA-USA/2012-06-14/W0685	USA	2012	Culex tarsalis	USA/2012/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721257	OQ721257	WNV/bird/Anoka-MN-USA/2004-07-15/W1466	USA	2004	nan	USA/2004/nan	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721261	OQ721261	WNV/bird/Montgomery-OH-USA/2018-07-27/W0902	USA	2018	nan	USA/2018/nan	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721264	OQ721264	WNV/mosquito/Polk-IA-USA/2020-08-28/W1870	USA	2020	Culex erraticus	USA/2020/Culex erraticus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721359	OQ721359	WNV/bird/Franklin-OH-USA/2018-07-17/W0845	USA	2018	nan	USA/2018/nan	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721402	OQ721402	WNV/bird/Sacramento-CA-USA/2008-03-05/W0810	USA	2008	Corvidae sp.	USA/2008/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721417	OQ721417	WNV/mosquito/BlackHawk-IA-USA/2020-08-24/W1886	USA	2020	Culex pipiens	USA/2020/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721427	OQ721427	WNV/mosquito/Polk-IA-USA/2016-08-13/W1917	USA	2016	Culex salinarius	USA/2016/Culex salinarius	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721477	OQ721477	WNV/mosquito/St.Tammany-LA-USA/2017-07-31/W1299	USA	2017	Culex quinquefasciatus	USA/2017/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721519	OQ721519	WNV/bird/Sacramento-CA-USA/2014-07-10/W0756	USA	2014	Corvidae sp.	USA/2014/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721531	OQ721531	WNV/bird/San_Diego-CA-USA/2008-05-14/W0027	USA	2008	Western Scrub Jay	USA/2008/Western Scrub Jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721550	OQ721550	WNV/mosquito/Madera-CA-USA/2016-06-30/W0237	USA	2016	Culex tarsalis	USA/2016/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721571	OQ721571	WNV/bird/San_Diego-CA-USA/2015-09-22/W0570	USA	2015	Corvidae sp.	USA/2015/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721575	OQ721575	WNV/bird/Sacramento-CA-USA/2006-06-21/W0799	USA	2006	Corvidae sp.	USA/2006/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721584	OQ721584	WNV/bird/Hennepin-MN-USA/2004-06-28/W1450	USA	2004	nan	USA/2004/nan	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721628	OQ721628	WNV/bird/San_Diego-CA-USA/2016-04-28/W0588	USA	2016	Corvidae sp.	USA/2016/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721644	OQ721644	WNV/mosquito/Cook-IL-USA/2018-08-23/W1685	USA	2018	Culex sp.	USA/2018/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721702	OQ721702	WNV/mosquito/Sacramento-CA-USA/2016-08-09/W0718	USA	2016	Culex tarsalis	USA/2016/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/OQ721706	OQ721706	WNV/mosquito/BlackHawk-IA-USA/2020-09-02/W1898	USA	2020	Culex pipiens	USA/2020/Culex pipiens	1	A	1/A
