taxon	sequenceID	isolate	country	collection_year	sampled_host_sci_name	combined-iso-details	lineage	clade	combined
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ190464	MZ190464	Kosovo_1_2018	Kosovo	2018	Homo sapiens	Kosovo/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ190465	MZ190465	Kosovo_2_2018	Kosovo	2018	Homo sapiens	Kosovo/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ190466	MZ190466	Kosovo_3_2018	Kosovo	2018	Homo sapiens	Kosovo/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ190467	MZ190467	Kosovo_4_2018	Kosovo	2018	Homo sapiens	Kosovo/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ268007	MZ268007	Mosquito_Pool_RIVM001	Netherlands	2020	Culex sp.	Netherlands/2020/Culex sp.	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ964751	MZ964751	CHVir-25907/2021	Germany	2021	Homo sapiens	Germany/2021/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ964752	MZ964752	CHVir-25908/2021	Germany	2021	Homo sapiens	Germany/2021/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/MZ964753	MZ964753	CHVir-25910/2021	Germany	2021	Homo sapiens	Germany/2021/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/NC_001563	NC_001563	956	-	-	-	-/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129329	OK129329	3200_HUN2016	Hungary	2016	Homo sapiens	Hungary/2016/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129330	OK129330	3227_HUN2016	Hungary	2016	Homo sapiens	Hungary/2016/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129331	OK129331	3554_HUN2015	Hungary	2015	Homo sapiens	Hungary/2015/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129332	OK129332	3745_HUN2015	Hungary	2015	Homo sapiens	Hungary/2015/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129333	OK129333	4693_HUN2017	Hungary	2017	Homo sapiens	Hungary/2017/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129334	OK129334	4770_HUN2017	Hungary	2017	Homo sapiens	Hungary/2017/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129335	OK129335	4824_HUN2017	Hungary	2017	Homo sapiens	Hungary/2017/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK129336	OK129336	5041_HUN2017	Hungary	2017	Homo sapiens	Hungary/2017/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239658	OK239658	3731_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239659	OK239659	3970_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239660	OK239660	4114_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239661	OK239661	4313_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239662	OK239662	4566_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239663	OK239663	4599_HUN2019	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239664	OK239664	4619_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239665	OK239665	4656_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239666	OK239666	4677_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239667	OK239667	4889_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239668	OK239668	5132_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239669	OK239669	5204_HUN2017	Hungary	2017	Homo sapiens	Hungary/2017/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239670	OK239670	4637_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239671	OK239671	5777_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OK239672	OK239672	5981_HUN2018	Hungary	2018	Homo sapiens	Hungary/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840871	OL840871	GR-Edessa/516h/2018	Greece	2018	Homo sapiens	Greece/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840872	OL840872	GR-Thessaloniki/563h/2018	Greece	2018	Homo sapiens	Greece/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840873	OL840873	GR-Larissa/778h/2018	Greece	2018	Homo sapiens	Greece/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840874	OL840874	GR-Pieria/198h/2019	Greece	2019	Homo sapiens	Greece/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840875	OL840875	GR-Xanthi/360h/2019	Greece	2019	Homo sapiens	Greece/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840876	OL840876	GR-Xanthi/424h/2019	Greece	2019	Homo sapiens	Greece/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840877	OL840877	GR-Evros/557h/2019	Greece	2019	Homo sapiens	Greece/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840878	OL840878	GR-Pella/572h/2019	Greece	2019	Homo sapiens	Greece/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840879	OL840879	GR-Rodopi/621h/2019	Greece	2019	Homo sapiens	Greece/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840880	OL840880	GR-Karditsa/201h/2020	Greece	2020	Homo sapiens	Greece/2020/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840881	OL840881	GR-Serres/BDh/2020	Greece	2020	Homo sapiens	Greece/2020/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840882	OL840882	GR-Pella/491h/2020	Greece	2020	Homo sapiens	Greece/2020/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840883	OL840883	GR-Serres/C240m/2019	Greece	2019	Culex_pipiens	Greece/2019/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840884	OL840884	GR-Kilkis/C205m/2019	Greece	2019	Culex_pipiens	Greece/2019/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840885	OL840885	GR-Thessaloniki/C222m/2019	Greece	2019	Culex_pipiens	Greece/2019/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840886	OL840886	GR-Serres/M212m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840887	OL840887	GR-Serres/M185m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840888	OL840888	GR-Larissa/T23m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840889	OL840889	GR-Kilkis/M207m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840890	OL840890	GR-Serres/M215m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840891	OL840891	GR-Serres/M221m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840892	OL840892	GR-Serres/M234m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840893	OL840893	GR-Serres/S1m/2020	Greece	2020	Culex_pipiens	Greece/2020/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840894	OL840894	GR-Thessaloniki/E361m/2021	Greece	2021	Culex_pipiens	Greece/2021/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840895	OL840895	GR-Pella/E376m/2021	Greece	2021	Culex_pipiens	Greece/2021/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840896	OL840896	GR-Serres/E411m/2021	Greece	2021	Culex_pipiens	Greece/2021/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840897	OL840897	GR-Imathia/E413m/2021	Greece	2021	Culex_pipiens	Greece/2021/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840898	OL840898	GR-Thessaloniki/E418m/2021	Greece	2021	Culex_pipiens	Greece/2021/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OL840899	OL840899	GR-Thessaloniki/E419m/2021	Greece	2021	Culex_pipiens	Greece/2021/Culex_pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OM037670	OM037670	Spain/2017/Northern_goshawk/AC568	Spain	2017	Accipiter gentilis	Spain/2017/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OM037671	OM037671	Spain/2020/Northern_goshawk/AC913	Spain	2020	Accipiter gentilis	Spain/2020/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OM037672	OM037672	Spain/2020/Northern_goshawk/AC923	Spain	2020	Accipiter gentilis	Spain/2020/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OM037673	OM037673	Spain/2020/Northern_goshawk/AC924	Spain	2020	Accipiter gentilis	Spain/2020/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032488	ON032488	ITA2020 13779	Italy	2020	Corvus cornix	Italy/2020/Corvus cornix	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032489	ON032489	ITA2020 137795	Italy	2020	Accipiter gentilis	Italy/2020/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032490	ON032490	ITA2021 302382	Italy	2021	Accipiter gentilis	Italy/2021/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032491	ON032491	ITA2021 302053	Italy	2021	Corvus cornix	Italy/2021/Corvus cornix	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032492	ON032492	ITA2021 304510	Italy	2021	Pica pica	Italy/2021/Pica pica	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032493	ON032493	ITA2021 304515	Italy	2021	Accipiter gentilis	Italy/2021/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032494	ON032494	ITA2021 307743	Italy	2021	Accipiter gentilis	Italy/2021/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032495	ON032495	ITA2021 309902	Italy	2021	Corvus cornix	Italy/2021/Corvus cornix	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032497	ON032497	ITA2020 301498	Italy	2021	Garrulus glandarius	Italy/2021/Garrulus glandarius	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON032498	ON032498	ITA2022 15935	Italy	2022	Accipiter gentilis	Italy/2022/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON755223	ON755223	Gallusgallusdomesticus20TV3517_faeces	Netherlands	2020	Gallus gallus	Netherlands/2020/Gallus gallus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON813217	ON813217	SN2006 ArD 172169	Senegal	2006	Culex antennatus	Senegal/2006/Culex antennatus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON813218	ON813218	SN2006 ArD 172145	Senegal	2006	Culex antennatus	Senegal/2006/Culex antennatus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON813219	ON813219	SN2006 ArD 166355	Senegal	2006	Aedes vexans	Senegal/2006/Aedes vexans	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON813230	ON813230	ITA2021 299815	Italy	2021	Corvus cornix	Italy/2021/Corvus cornix	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON813231	ON813231	ITA2021 300240	Italy	2021	Pica pica	Italy/2021/Pica pica	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/ON813232	ON813232	307743/2021	Italy	2021	Accipiter gentilis	Italy/2021/Accipiter gentilis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP009516	OP009516	Italy/2021/Verona/21RS2511-5	Italy	2021	Culex pipiens	Italy/2021/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP009517	OP009517	Italy/2021/Treviso/21RS2511-6	Italy	2021	Culex pipiens	Italy/2021/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP345107	OP345107	Volgograd 810/19	Russia	2019	Homo sapiens	Russia/2019/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP345108	OP345108	Volgograd 16/19	Russia	2019	Culex pipiens	Russia/2019/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP345226	OP345226	Arbo1633/Kasese_Uganda/2018	Uganda	2018	Homo sapiens	Uganda/2018/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561452	OP561452	Italy/2019/Padova/29.3	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561453	OP561453	Italy/2019/Verona/29.1	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561454	OP561454	Italy/2020/Verona/34.1	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561455	OP561455	Italy/2019/Verona/32.1	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561456	OP561456	Italy/2019/Treviso/33.1	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561457	OP561457	Italy/2019/Rovigo/34.1	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561458	OP561458	Italy/2019/Padova/29.2	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP561459	OP561459	Italy/2019/Padova/31.1	Italy	-	-	Italy/-/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734238	OP734238	2022.TE.44233.2.6	Italy	2022	Pica pica	Italy/2022/Pica pica	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734239	OP734239	2022.TE.44233.2.11	Italy	2022	Corvus cornix	Italy/2022/Corvus cornix	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734240	OP734240	2022.TE.44233.2.24	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734241	OP734241	2022.TE.44233.2.29	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734242	OP734242	2022.TE.45323.2.17	Italy	2022	Athene noctua	Italy/2022/Athene noctua	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734243	OP734243	2022.TE.45323.2.21	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP734244	OP734244	2022.TE.45323.2.33	Italy	2022	Passer domesticus	Italy/2022/Passer domesticus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP762592	OP762592	Culexsp_UGR20TL1TN2.4_28	Netherlands	2020	-	Netherlands/2020/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP762593	OP762593	Culexpipiens_UGR20TL6TN2.1_41	Netherlands	2020	Culex pipiens	Netherlands/2020/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP762594	OP762594	Culexsp_UGR20TL7TN2.2_46	Netherlands	2020	-	Netherlands/2020/-	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP762595	OP762595	Phylloscopuscollybita_20TV2584	Netherlands	2020	Phylloscopus collybita	Netherlands/2020/Phylloscopus collybita	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP762596	OP762596	Passerdomesticus_20TV3436	Netherlands	2020	Passer domesticus	Netherlands/2020/Passer domesticus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP762597	OP762597	Gallusgallusdomesticus_20TV3592	Netherlands	2020	Gallus gallus	Netherlands/2020/Gallus gallus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP810565	OP810565	CHVir-M2021	Germany	2021	Homo sapiens	Germany/2021/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP810566	OP810566	MP18/2021	Germany	2021	Culex pipiens	Germany/2021/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP810567	OP810567	MP35/2021	Germany	2021	Culex pipiens	Germany/2021/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP846976	OP846976	ArD54238/1989	Senegal	1989	Culex poicilipes	Senegal/1989/Culex poicilipes	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP850024	OP850024	2022.TE.44233.2.23	Italy	2022	Garrulusglandarius	Italy/2022/Garrulusglandarius	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP850025	OP850025	2022.TE.45323.2.22	Italy	2022	Anopheles maculipennis	Italy/2022/Anopheles maculipennis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP850026	OP850026	2022.TE.45323.2.29	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP850027	OP850027	2022.TE.49076.2.6	Italy	2021	Corvus cornix	Italy/2021/Corvus cornix	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP850028	OP850028	2022.TE.49076.2.7	Italy	2021	Pica pica	Italy/2021/Pica pica	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP850029	OP850029	2022.TE.49076.2.8	Italy	2021	Sylvia atricapilla	Italy/2021/Sylvia atricapilla	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870453	OP870453	ArD52432/1989	Senegal	1989	Mansonia uniformis	Senegal/1989/Mansonia uniformis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870454	OP870454	ArD54113/1989	Senegal	1989	Culex antennatus	Senegal/1989/Culex antennatus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870455	OP870455	ArD52473/1990	Senegal	1990	Culex antennatus	Senegal/1990/Culex antennatus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870456	OP870456	ArD54222/1989	Senegal	1989	Culex neavei	Senegal/1989/Culex neavei	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870457	OP870457	ArD55667/1990	Senegal	1990	Culex neavei	Senegal/1990/Culex neavei	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870458	OP870458	ArD55759/1990	Senegal	1990	Culex tritaeniorhynchus	Senegal/1990/Culex tritaeniorhynchus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870459	OP870459	ArD134613/1998	Senegal	1998	Mansonia uniformis	Senegal/1998/Mansonia uniformis	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870460	OP870460	ArD172162/2003	Senegal	2003	Culex antennatus	Senegal/2003/Culex antennatus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OP870461	OP870461	ArD166362/2002	Senegal	2002	Aedes vexans	Senegal/2002/Aedes vexans	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053515	OQ053515	GR-CHALKIDIKI/670h/2022	Greece	2022	Homo sapiens	Greece/2022/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053516	OQ053516	GR-Larissa/792h/2022	Greece	2022	Homo sapiens	Greece/2022/Homo sapiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053517	OQ053517	GR-Thessaloniki/563m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053518	OQ053518	GR-Larissa/441m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053519	OQ053519	GR-Thessaloniki/312m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053520	OQ053520	GR-Pieria/670m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053521	OQ053521	GR-Thessaloniki/734m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053522	OQ053522	GR-Thessaloniki/581m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053523	OQ053523	GR-Thessaloniki/381m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053524	OQ053524	GR-Imathia/472m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053525	OQ053525	GR-Kilkis/482m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053526	OQ053526	GR-Serres/574m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053527	OQ053527	GR-Chalkidiki/591m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053528	OQ053528	GR-Pieria/668m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053529	OQ053529	GR-Pieria/646m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053530	OQ053530	GR-Imathia/554m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053531	OQ053531	GR-Pella/615m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053532	OQ053532	GR-Thessaloniki/364m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053533	OQ053533	GR-Imathia/611m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053534	OQ053534	GR-Larissa/671m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053535	OQ053535	GR-Thessaloniki/454m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053536	OQ053536	GR-Serres/503m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053537	OQ053537	GR-Imathia/459m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053538	OQ053538	GR-Imathia/535m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ053539	OQ053539	GR-Pieria/401m/2022	Greece	2022	Culex pipiens	Greece/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ204314	OQ204314	2022.TE.51622.1.2	Italy	2022	Culex pipiens	Italy/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ204315	OQ204315	2022.TE.51622.1.4	Italy	2022	Equus caballus	Italy/2022/Equus caballus	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ214888	OQ214888	Kalmikia 499/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ214889	OQ214889	Stavropol 1451/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
alignment/AL_WNV_Lineage2/member/ncbi-curated/OQ214890	OQ214890	Volgograd 1031/22	Russia	2022	Culex pipiens	Russia/2022/Culex pipiens	2	-	2/-
